start.location,start.latitude,start.longitude,end.location,end.latitude,end.longitude,date,journey,number.of.letters
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Hamburg",53.551085,9.993682,02-05-1899,-74.005941 40.712784 -74.005941 40.712784,260
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Hamburg",53.551085,9.993682,30-07-1900,-74.005941 40.712784 -74.005941 40.712784,260
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Hamburg",53.551085,9.993682,27-07-1902,-74.005941 40.712784 -74.005941 40.712784,260
"USA, Amagansett (NY)",40.973712,-72.143688,"GER, Hamburg",53.551085,9.993682,17-12-1914,-72.143688 40.973712 -72.143688 40.973712,1
"USA, Charleston (SC)",32.776475,-79.931051,"GER, Hamburg",53.551085,9.993682,03-07-1823,-79.931051 32.776475 -79.931051 32.776475,3
"USA, Charleston (SC)",32.776475,-79.931051,"GER, Hamburg",53.551085,9.993682,23-05-1832,-79.931051 32.776475 -79.931051 32.776475,3
"USA, Charleston (SC)",32.776475,-79.931051,"GER, Hamburg",53.551085,9.993682,11-08-1835,-79.931051 32.776475 -79.931051 32.776475,3
"USA, Montgommery (MN)",44.438315,-93.58132,"GER,  Lennestadt",51.103783,8.073327,07-10-1880,-93.58132 44.438315 -93.58132 44.438315,7
"USA, St(PA)ul (MN)",44.953703,-93.089958,"GER,  Lennestadt",51.103783,8.073327,04-03-1881,-93.089958 44.953703 -93.089958 44.953703,2
"USA, Ramsey County (MN)",44.996399,-93.061598,"GER,  Lennestadt",51.103783,8.073327,05-04-1881,-93.061598 44.996399 -93.061598 44.996399,1
"USA, Montgommery (MN)",44.438315,-93.58132,"GER,  Lennestadt",51.103783,8.073327,20-07-1881,-93.58132 44.438315 -93.58132 44.438315,7
"USA, Montgommery (MN)",44.438315,-93.58132,"GER,  Lennestadt",51.103783,8.073327,14-08-1881,-93.58132 44.438315 -93.58132 44.438315,7
"USA, Montgommery (MN)",44.438315,-93.58132,"GER,  Lennestadt",51.103783,8.073327,21-03-1882,-93.58132 44.438315 -93.58132 44.438315,7
"USA, Montgommery (MN)",44.438315,-93.58132,"GER,  Lennestadt",51.103783,8.073327,18-07-1883,-93.58132 44.438315 -93.58132 44.438315,7
"USA, Montgommery (MN)",44.438315,-93.58132,"GER,  Lennestadt",51.103783,8.073327,10-03-1884,-93.58132 44.438315 -93.58132 44.438315,7
"GER, Meschede",45.040133,3.901696,"GER,  Lennestadt",51.103783,8.073327,25-03-1884,3.901696 45.040133 3.901696 45.040133,1
"USA, Montgommery (MN)",44.438315,-93.58132,"GER,  Lennestadt",51.103783,8.073327,29-04-1884,-93.58132 44.438315 -93.58132 44.438315,7
"USA, Zell (SD)",44.89692,-98.728433,"GER,  Lennestadt",51.103783,8.073327,20-03-1893,-98.728433 44.89692 -98.728433 44.89692,2
"USA, Zell (SD)",44.89692,-98.728433,"GER,  Lennestadt",51.103783,8.073327,NA,-98.728433 44.89692 -98.728433 44.89692,2
"USA, Elysia",33.842359,-117.592705,"GER, Flensburg",54.793743,9.446996,15-07-1884,-117.592705 33.842359 -117.592705 33.842359,5
"USA, North Amherst (MA)",42.410367,-72.530921,"GER, Flensburg",54.793743,9.446996,21-10-1886,-72.530921 42.410367 -72.530921 42.410367,5
"USA, Elysia",33.842359,-117.592705,"GER, Flensburg",54.793743,9.446996,31-01-1887,-117.592705 33.842359 -117.592705 33.842359,5
"USA, North Amherst (MA)",42.410367,-72.530921,"GER, Flensburg",54.793743,9.446996,02-03-1887,-72.530921 42.410367 -72.530921 42.410367,5
"USA, North Amherst (MA)",42.410367,-72.530921,"GER, Flensburg",54.793743,9.446996,06-12-1887,-72.530921 42.410367 -72.530921 42.410367,5
"USA, Elysia",33.842359,-117.592705,"GER, Flensburg",54.793743,9.446996,08-12-1887,-117.592705 33.842359 -117.592705 33.842359,5
"USA, Elysia",33.842359,-117.592705,"GER, Flensburg",54.793743,9.446996,29-08-1888,-117.592705 33.842359 -117.592705 33.842359,5
"USA, North Amherst (MA)",42.410367,-72.530921,"GER, Flensburg",54.793743,9.446996,14-12-1888,-72.530921 42.410367 -72.530921 42.410367,5
"USA, North Amherst (MA)",42.410367,-72.530921,"GER, Flensburg",54.793743,9.446996,04-12-1889,-72.530921 42.410367 -72.530921 42.410367,5
"USA, Elysia",33.842359,-117.592705,"GER, Flensburg",54.793743,9.446996,03-01-1890,-117.592705 33.842359 -117.592705 33.842359,5
"USA, Decatur (AL)",34.605925,-86.983342,"GER, Flensburg",54.793743,9.446996,26-05-1901,-86.983342 34.605925 -86.983342 34.605925,13
"USA, Decatur (AL)",34.605925,-86.983342,"GER, Flensburg",54.793743,9.446996,16-08-1901,-86.983342 34.605925 -86.983342 34.605925,13
"USA, Decatur (AL)",34.605925,-86.983342,"GER, Flensburg",54.793743,9.446996,18-02-1902,-86.983342 34.605925 -86.983342 34.605925,13
"USA, Decatur (AL)",34.605925,-86.983342,"GER, Flensburg",54.793743,9.446996,25-02-1902,-86.983342 34.605925 -86.983342 34.605925,13
"USA, Decatur (AL)",34.605925,-86.983342,"GER, Flensburg",54.793743,9.446996,NA,-86.983342 34.605925 -86.983342 34.605925,13
"USA, Decatur (AL)",34.605925,-86.983342,"GER, Flensburg",54.793743,9.446996,28-05-1902,-86.983342 34.605925 -86.983342 34.605925,13
"USA, Decatur (AL)",34.605925,-86.983342,"GER, Flensburg",54.793743,9.446996,20-11-1901,-86.983342 34.605925 -86.983342 34.605925,13
"USA, Decatur (AL)",34.605925,-86.983342,"GER, Flensburg",54.793743,9.446996,29-11-1904,-86.983342 34.605925 -86.983342 34.605925,13
"USA, Decatur (AL)",34.605925,-86.983342,"GER, Flensburg",54.793743,9.446996,07-03-1904,-86.983342 34.605925 -86.983342 34.605925,13
"USA, Decatur (AL)",34.605925,-86.983342,"GER, Flensburg",54.793743,9.446996,05-04-1904,-86.983342 34.605925 -86.983342 34.605925,13
"USA, Decatur (AL)",34.605925,-86.983342,"GER, Flensburg",54.793743,9.446996,04-06-1904,-86.983342 34.605925 -86.983342 34.605925,13
"USA, Getup Morgan Co (AL)",34.424088,-86.862183,"GER, Flensburg",54.793743,9.446996,25-11-1904,-86.862183 34.424088 -86.862183 34.424088,1
"USA, Decatur (AL)",34.605925,-86.983342,"GER, Flensburg",54.793743,9.446996,22-03-1911,-86.983342 34.605925 -86.983342 34.605925,13
"USA, Decatur (AL)",34.605925,-86.983342,"GER, Flensburg",54.793743,9.446996,11-09-1921,-86.983342 34.605925 -86.983342 34.605925,13
"USA, Albany (AL)",34.596759,-86.965563,"GER, Flensburg",54.793743,9.446996,14-01-1923,-86.965563 34.596759 -86.965563 34.596759,1
"USA, Fessenden Wells County (ND)",47.649168,-99.629289,"GER, Oersdorf Ahlerstedt",53.403495,9.40895,02-12-1901,-99.629289 47.649168 -99.629289 47.649168,16
"USA, Fessenden Wells County (ND)",47.649168,-99.629289,"GER, Oersdorf Ahlerstedt",53.403495,9.40895,18-03-1903,-99.629289 47.649168 -99.629289 47.649168,16
"USA, Fessenden Wells County (ND)",47.649168,-99.629289,"GER, Oersdorf Ahlerstedt",53.403495,9.40895,06-12-1904,-99.629289 47.649168 -99.629289 47.649168,16
"USA, Fessenden Wells County (ND)",47.649168,-99.629289,"GER, Oersdorf Ahlerstedt",53.403495,9.40895,14-01-1906,-99.629289 47.649168 -99.629289 47.649168,16
"USA, Fessenden Wells County (ND)",47.649168,-99.629289,"GER, Oersdorf Ahlerstedt",53.403495,9.40895,06-01-1908,-99.629289 47.649168 -99.629289 47.649168,16
"USA, Fessenden Wells County (ND)",47.649168,-99.629289,"GER, Oersdorf Ahlerstedt",53.403495,9.40895,25-03-1908,-99.629289 47.649168 -99.629289 47.649168,16
"USA, Fessenden Wells County (ND)",47.649168,-99.629289,"GER, Oersdorf Ahlerstedt",53.403495,9.40895,20-03-1909,-99.629289 47.649168 -99.629289 47.649168,16
"USA, Fessenden Wells County (ND)",47.649168,-99.629289,"GER, Oersdorf Ahlerstedt",53.403495,9.40895,28-11-1909,-99.629289 47.649168 -99.629289 47.649168,16
"USA, Fessenden Wells County (ND)",47.649168,-99.629289,"GER, Oersdorf Ahlerstedt",53.403495,9.40895,01-05-1909,-99.629289 47.649168 -99.629289 47.649168,16
"USA, Fessenden Wells County (ND)",47.649168,-99.629289,"GER, Oersdorf Ahlerstedt",53.403495,9.40895,NA,-99.629289 47.649168 -99.629289 47.649168,16
"USA, Fessenden Wells County (ND)",47.649168,-99.629289,"GER, Oersdorf Ahlerstedt",53.403495,9.40895,30-05-1916,-99.629289 47.649168 -99.629289 47.649168,16
"USA, Fessenden Wells County (ND)",47.649168,-99.629289,"GER, Oersdorf Ahlerstedt",53.403495,9.40895,11-07-1909,-99.629289 47.649168 -99.629289 47.649168,16
"USA, Fessenden Wells County (ND)",47.649168,-99.629289,"GER, Oersdorf Ahlerstedt",53.403495,9.40895,30-07-1905,-99.629289 47.649168 -99.629289 47.649168,16
"USA, Fessenden Wells County (ND)",47.649168,-99.629289,"GER, Oersdorf Ahlerstedt",53.403495,9.40895,19-08-1909,-99.629289 47.649168 -99.629289 47.649168,16
"USA, Yuba City (CA)",39.140448,-121.616911,"GER, Neunkirchen",49.351805,7.186363,09-06-1884,-121.616911 39.140448 -121.616911 39.140448,2
"USA, Calistoga (CA)",38.578797,-122.579705,"GER, Neunkirchen",49.351805,7.186363,05-01-1885,-122.579705 38.578797 -122.579705 38.578797,2
"USA, Calistoga (CA)",38.578797,-122.579705,"GER, Neunkirchen",49.351805,7.186363,11-01-1885,-122.579705 38.578797 -122.579705 38.578797,2
"USA, Yuba City (CA)",39.140448,-121.616911,"GER, Neunkirchen",49.351805,7.186363,22-02-1885,-121.616911 39.140448 -121.616911 39.140448,2
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Fechingen",49.205054,7.054094,23-08-1850,-74.005941 40.712784 -74.005941 40.712784,260
"USA, Dry Creek Sonoma County (CA)",38.672124,-122.935577,"GER, Fechingen",49.205054,7.054094,23-04-1863,-122.935577 38.672124 -122.935577 38.672124,4
"USA, Dry Creek Sonoma County (CA)",38.672124,-122.935577,"GER, Fechingen",49.205054,7.054094,NA,-122.935577 38.672124 -122.935577 38.672124,4
"USA, Dry Creek Sonoma County (CA)",38.672124,-122.935577,"GER, Fechingen",49.205054,7.054094,11-03-1864,-122.935577 38.672124 -122.935577 38.672124,4
"USA, Dry Creek Sonoma County (CA)",38.672124,-122.935577,"GER, Fechingen",49.205054,7.054094,22-01-1865,-122.935577 38.672124 -122.935577 38.672124,4
"USA, Indian Springs Nevada County (CA)",39.329339,-120.569431,"GER, Fechingen",49.205054,7.054094,29-03-1860,-120.569431 39.329339 -120.569431 39.329339,1
"USA, Sweetland Nevada County (CA)",39.342948,-121.120232,"GER, Fechingen",49.205054,7.054094,07-12-1873,-121.120232 39.342948 -121.120232 39.342948,1
"USA, Chicago (IL)",41.878114,-87.629798,"BEL, Raeren",50.67702,6.109733,05-11-1882,-87.629798 41.878114 -87.629798 41.878114,22
"USA, Chicago (IL)",41.878114,-87.629798,"BEL, Raeren",50.67702,6.109733,17-11-1882,-87.629798 41.878114 -87.629798 41.878114,22
"USA, Chicago (IL)",41.878114,-87.629798,"BEL, Raeren",50.67702,6.109733,18-12-1882,-87.629798 41.878114 -87.629798 41.878114,22
"USA, Chicago (IL)",41.878114,-87.629798,"BEL, Raeren",50.67702,6.109733,26-08-1883,-87.629798 41.878114 -87.629798 41.878114,22
"USA, Chicago (IL)",41.878114,-87.629798,"BEL, Raeren",50.67702,6.109733,31-07-1884,-87.629798 41.878114 -87.629798 41.878114,22
"USA, Chicago (IL)",41.878114,-87.629798,"BEL, Raeren",50.67702,6.109733,06-01-1885,-87.629798 41.878114 -87.629798 41.878114,22
"USA, Chicago (IL)",41.878114,-87.629798,"BEL, Raeren",50.67702,6.109733,01-08-1885,-87.629798 41.878114 -87.629798 41.878114,22
"USA, Chicago (IL)",41.878114,-87.629798,"BEL, Raeren",50.67702,6.109733,05-08-1888,-87.629798 41.878114 -87.629798 41.878114,22
"USA, Chicago (IL)",41.878114,-87.629798,"BEL, Raeren",50.67702,6.109733,NA,-87.629798 41.878114 -87.629798 41.878114,22
"USA, Milheim (TX)",29.871895,-96.248297,"GER, Halberstadt",50.702977,7.062136,28-04-1861,-96.248297 29.871895 -96.248297 29.871895,2
"USA, Milheim (TX)",29.871895,-96.248297,"GER, Halberstadt",50.702977,7.062136,03-10-1862,-96.248297 29.871895 -96.248297 29.871895,2
"USA, St. Louis (MO)",38.627003,-90.199404,"GER, Halberstadt",50.702977,7.062136,13-05-1864,-90.199404 38.627003 -90.199404 38.627003,107
"USA, St. Louis (MO)",38.627003,-90.199404,"GER, Halberstadt",50.702977,7.062136,05-08-1864,-90.199404 38.627003 -90.199404 38.627003,107
"USA, St. Louis (MO)",38.627003,-90.199404,"GER, Halberstadt",50.702977,7.062136,13-09-1864,-90.199404 38.627003 -90.199404 38.627003,107
"USA, St. Louis (MO)",38.627003,-90.199404,"GER, Halberstadt",50.702977,7.062136,23-10-1879,-90.199404 38.627003 -90.199404 38.627003,107
"USA, St. Louis (MO)",38.627003,-90.199404,"GER, Halberstadt",50.702977,7.062136,14-02-1874,-90.199404 38.627003 -90.199404 38.627003,107
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,03-03-1851,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,NA,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,25-09-1867,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,29-12-1867,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,12-07-1868,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,22-03-1869,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,15-09-1869,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,17-11-1869,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,10-01-1870,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,10-01-1871,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,25-10-1870,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,04-09-1871,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,08-01-1872,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,19-07-1873,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,21-11-1874,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,10-04-1882,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,05-01-1882,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,05-04-1878,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,09-06-1875,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,12-11-1896,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,18-07-1895,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,11-11-1894,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,26-10-1882,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Norwood (OH)",39.16448,-84.45428,"GER, Neerlage",52.363826,7.160662,22-02-1920,-84.45428 39.16448 -84.45428 39.16448,3
"USA, Norwood (OH)",39.16448,-84.45428,"GER, Neerlage",52.363826,7.160662,24-01-1917,-84.45428 39.16448 -84.45428 39.16448,3
"USA, Norwood (OH)",39.16448,-84.45428,"GER, Neerlage",52.363826,7.160662,NA,-84.45428 39.16448 -84.45428 39.16448,3
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,24-01-1912,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,11-05-1914,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,02-04-1908,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,01-01-1908,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Cincinnati (OH)",39.103118,-84.51202,"GER, Neerlage",52.363826,7.160662,08-11-1898,-84.51202 39.103118 -84.51202 39.103118,56
"USA, Camp Fort Williams near Baton Rouge (LA)",30.458283,-91.14032,"POL, Bydgoszcz (Bromberg)",53.12348,18.008438,19-08-1863,-91.14032 30.458283 -91.14032 30.458283,1
"USA, near Vermilionville (LA)",41.259479,-88.995636,"POL, Bydgoszcz (Bromberg)",53.12348,18.008438,10-10-1863,-88.995636 41.259479 -88.995636 41.259479,1
"USA, Buffalo (NY)",42.886447,-78.878369,"GER, Berlin?",52.520007,13.404954,20-07-1882,-78.878369 42.886447 -78.878369 42.886447,6
"GER, Hamburg",53.551085,9.993682,"GER, Nassau/Lahn",50.314706,7.799609,15-02-1867,9.993682 53.551085 9.993682 53.551085,2
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Nassau/Lahn",50.314706,7.799609,08-03-1867,-74.005941 40.712784 -74.005941 40.712784,260
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Nassau/Lahn",50.314706,7.799609,05-05-1867,-74.005941 40.712784 -74.005941 40.712784,260
"USA, Fulton (MO)",38.846708,-91.947959,"GER, Nassau/Lahn",50.314706,7.799609,27-11-1867,-91.947959 38.846708 -91.947959 38.846708,4
"USA, Fulton (MO)",38.846708,-91.947959,"GER, Nassau/Lahn",50.314706,7.799609,05-05-1868,-91.947959 38.846708 -91.947959 38.846708,4
"USA, Fulton (MO)",38.846708,-91.947959,"GER, Nassau/Lahn",50.314706,7.799609,20-11-1868,-91.947959 38.846708 -91.947959 38.846708,4
"USA, Fulton (MO)",38.846708,-91.947959,"GER, Nassau/Lahn",50.314706,7.799609,09-03-1870,-91.947959 38.846708 -91.947959 38.846708,4
"USA, Mill Creek, Austin County (TX)",29.911652,-96.304487,"GER, Jade (Oldenburg)",53.14345,8.214552,21-12-1846,-96.304487 29.911652 -96.304487 29.911652,1
"USA, Industry (TX)",29.972446,-96.502193,"GER, Schweiburg (Oldenburg)",53.14345,8.214552,13-02-1856,-96.502193 29.972446 -96.502193 29.972446,2
"USA, Round Top (TX)",30.06522,-96.696087,"GER, Schweiburg (Oldenburg)",53.14345,8.214552,25-01-1859,-96.696087 30.06522 -96.696087 30.06522,1
"USA, Industry (TX)",29.972446,-96.502193,"GER, Schweiburg (Oldenburg)",53.14345,8.214552,13-05-1860,-96.502193 29.972446 -96.502193 29.972446,2
"USA, Plattsmouth (NE)",41.01111,-95.880842,"GER, Massbruch",51.904226,8.954937,05-04-1885,-95.880842 41.01111 -95.880842 41.01111,3
"USA, Plattsmouth (NE)",41.01111,-95.880842,"GER, Bentrup (bei Barntrup)",51.991286,9.121176,15-04-1885,-95.880842 41.01111 -95.880842 41.01111,3
"USA, Plattsmouth (NE)",41.01111,-95.880842,"USA, Chicago (IL)",41.878114,-87.629798,NA,-95.880842 41.01111 -95.880842 41.01111,3
"USA, Lake Providence (LA)",32.804297,-91.170109,"GER, Ulm",48.401082,9.987608,12-01-1851,-91.170109 32.804297 -91.170109 32.804297,18
"USA, Lake Providence (LA)",32.804297,-91.170109,"GER, Ulm",48.401082,9.987608,11-10-1852,-91.170109 32.804297 -91.170109 32.804297,18
"FRA, Le Havre",49.49437,0.107929,"GER, Ulm",48.401082,9.987608,30-08-1853,0.107929 49.49437 0.107929 49.49437,1
"USA, Lake Providence (LA)",32.804297,-91.170109,"GER, Ulm",48.401082,9.987608,22-11-1853,-91.170109 32.804297 -91.170109 32.804297,18
"USA, Lake Providence (LA)",32.804297,-91.170109,"GER, Ulm",48.401082,9.987608,22-01-1854,-91.170109 32.804297 -91.170109 32.804297,18
"USA, Lake Providence (LA)",32.804297,-91.170109,"GER, Ulm",48.401082,9.987608,28-01-1854,-91.170109 32.804297 -91.170109 32.804297,18
"USA, Lake Providence (LA)",32.804297,-91.170109,"GER, Ulm",48.401082,9.987608,28-05-1854,-91.170109 32.804297 -91.170109 32.804297,18
"USA, Lake Providence (LA)",32.804297,-91.170109,"GER, Ulm",48.401082,9.987608,03-09-1854,-91.170109 32.804297 -91.170109 32.804297,18
"USA, Lake Providence (LA)",32.804297,-91.170109,"GER, Ulm",48.401082,9.987608,24-11-1854,-91.170109 32.804297 -91.170109 32.804297,18
"USA, Lake Providence (LA)",32.804297,-91.170109,"GER, Ulm",48.401082,9.987608,17-12-1854,-91.170109 32.804297 -91.170109 32.804297,18
"USA, Lake Providence (LA)",32.804297,-91.170109,"GER, Ulm",48.401082,9.987608,10-12-1855,-91.170109 32.804297 -91.170109 32.804297,18
"USA, Lake Providence (LA)",32.804297,-91.170109,"GER, Ulm",48.401082,9.987608,27-07-1856,-91.170109 32.804297 -91.170109 32.804297,18
"USA, Lake Providence (LA)",32.804297,-91.170109,"GER, Ulm",48.401082,9.987608,15-03-1857,-91.170109 32.804297 -91.170109 32.804297,18
"USA, Lake Providence (LA)",32.804297,-91.170109,"GER, Ulm",48.401082,9.987608,04-11-1857,-91.170109 32.804297 -91.170109 32.804297,18
"USA, Lake Providence (LA)",32.804297,-91.170109,"GER, Ulm",48.401082,9.987608,21-12-1857,-91.170109 32.804297 -91.170109 32.804297,18
"USA, Lake Providence (LA)",32.804297,-91.170109,"GER, Ulm",48.401082,9.987608,19-04-1858,-91.170109 32.804297 -91.170109 32.804297,18
"USA, Louisville (KY)",38.252665,-85.758456,"GER,  Eppertshausen",49.94854,8.843855,19-03-1875,-85.758456 38.252665 -85.758456 38.252665,4
"USA, Washingon (DC)",38.907192,-77.036871,"USA, New York (NY)",40.712784,-74.005941000000007,18-03-1863,-77.036871 38.907192 -77.036871 38.907192,2
"USA, in the field near Stafford (VA)",38.512742,-77.365958,"USA, New York (NY)",40.712784,-74.005941000000007,22-03-1863,-77.365958 38.512742 -77.365958 38.512742,1
"USA, Nashville (TN)",36.162664,-86.781602,"GER, Zachun",53.502653,11.324498,03-12-1864,-86.781602 36.162664 -86.781602 36.162664,2
"USA, Madison (WI)",43.073052,-89.40123,"GER, Hof",50.913422,12.190433,07-08-1882,-89.40123 43.073052 -89.40123 43.073052,1
"USA, Burlington (IA)",40.807653,-91.11289,"GER, Bayern",49.033019,8.281923,NA,-91.11289 40.807653 -91.11289 40.807653,1
"USA, Spring Bay (IL)",40.824481,-89.522315,"GER, Augsburg",48.370545,10.89779,21-06-1868,-89.522315 40.824481 -89.522315 40.824481,2
"USA, Spring Bay (IL)",40.824481,-89.522315,"GER, Bayern",49.033019,8.281923,25-10-1868,-89.522315 40.824481 -89.522315 40.824481,2
"USA, Salisbury (MO)",39.423917,-92.801577,"GER, Essen",51.455643,7.011555,NA,-92.801577 39.423917 -92.801577 39.423917,1
"USA, Marysville (CA)",39.145725,-121.591355,"GER, Klosterbauerschaft",52.244064,8.608643,21-05-1899,-121.591355 39.145725 -121.591355 39.145725,1
"GER, Berlin",52.520007,13.404954,"GER, Warburg",51.489908,9.14519,02-04-1834,13.404954 52.520007 13.404954 52.520007,2
"USA, Pittsburgh (PA)",40.440625,-79.995886,"GER, Driburg",52.340873,8.438006,NA,-79.995886 40.440625 -79.995886 40.440625,7
"USA, Fort Stanton  (NM)",33.495914,-105.523036,"GER, Berlin",52.520007,13.404954,26-01-1890,-105.523036 33.495914 -105.523036 33.495914,1
"GER, Mainz",49.992862,8.247253,"GER, Berlin",52.520007,13.404954,19-01-1887,8.247253 49.992862 8.247253 49.992862,1
"BEL, Antwerpen",51.219448,4.402464,"GER, Berlin",52.520007,13.404954,22-01-1887,4.402464 51.219448 4.402464 51.219448,4
"USA, Chicago (IL)",41.878114,-87.629798,"GER, Hannover",52.141021,9.935412,13-06-1882,-87.629798 41.878114 -87.629798 41.878114,22
"USA, Newport (MI)",42.002359,-83.308817,"GER, Blaubeuren",48.407304,9.783545,17-07-1854,-83.308817 42.002359 -83.308817 42.002359,4
"USA, Newport (MI)",42.002359,-83.308817,"GER, Blaubeuren",48.407304,9.783545,13-07-1856,-83.308817 42.002359 -83.308817 42.002359,4
"USA, Newport (MI)",42.002359,-83.308817,"GER, Blaubeuren",48.407304,9.783545,09-02-1857,-83.308817 42.002359 -83.308817 42.002359,4
"USA, Newport (MI)",42.002359,-83.308817,"GER, Blaubeuren",48.407304,9.783545,09-12-1863,-83.308817 42.002359 -83.308817 42.002359,4
"USA, Marine City (MI)",42.719478,-82.492132,"GER, Blaubeuren",48.407304,9.783545,05-08-1867,-82.492132 42.719478 -82.492132 42.719478,7
"USA, Marine City (MI)",42.719478,-82.492132,"GER, Blaubeuren",48.407304,9.783545,16-02-1869,-82.492132 42.719478 -82.492132 42.719478,7
"USA, Marine City (MI)",42.719478,-82.492132,"GER, Blaubeuren",48.407304,9.783545,08-02-1871,-82.492132 42.719478 -82.492132 42.719478,7
"USA, Marine City (MI)",42.719478,-82.492132,"GER, Blaubeuren",48.407304,9.783545,04-02-1873,-82.492132 42.719478 -82.492132 42.719478,7
"USA, Marine City (MI)",42.719478,-82.492132,"GER, Blaubeuren",48.407304,9.783545,19-12-1877,-82.492132 42.719478 -82.492132 42.719478,7
"USA, Marine City (MI)",42.719478,-82.492132,"GER, Blaubeuren",48.407304,9.783545,21-07-1887,-82.492132 42.719478 -82.492132 42.719478,7
"USA, Marine City (MI)",42.719478,-82.492132,"GER, Blaubeuren",48.407304,9.783545,21-07-1890,-82.492132 42.719478 -82.492132 42.719478,7
"USA, Excelsior (IA)",43.378982,-95.331165,"GER, Borbeck (Essen)",51.475157,6.948362,14-02-1882,-95.331165 43.378982 -95.331165 43.378982,4
"USA, Excelsior (IA)",43.378982,-95.331165,"GER, Borbeck (Essen)",51.475157,6.948362,26-06-1882,-95.331165 43.378982 -95.331165 43.378982,4
"USA, Excelsior (IA)",43.378982,-95.331165,"GER, Borbeck (Essen)",51.475157,6.948362,08-08-1882,-95.331165 43.378982 -95.331165 43.378982,4
